hid,pid,sex,relation,inum_x,age,marital,health_c,educlev,status1,ind1_c,occ1_c,basb,bafr1_c,hpopwgt,hhtype,inum_y,saves,y_tilde,groups
908,1,[2]female,[1000]head,1,33,[222]divorced,[2]good,[210]upper secondary,[100]dependent employed,[4]wholesale and retail trade,[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,19252.82998822246,[330]one parent with children and relatives,1,0,1,0
910,1,[1]male,[1000]head,1,56,[110]married,[1]excellent,[312]bachelor or equivalent,[200]self-employed,[2]mining and construction,[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,171.35499071205336,[220]couple with children,1,1,1,0
911,1,[1]male,[1000]head,1,57,[110]married,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,28615.565842504824,[220]couple with children,1,0,1,0
913,1,[2]female,[1000]head,1,59,[210]never married/not in union,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,26113.167267805,[100]one person household,1,1,1,0
915,1,[1]male,[1000]head,1,36,[120]in consensual union,[2]good,[320]doctorate or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[11]does not save: expenses exceed income,[2]take above average financial risks expecting to earn above average returns,20276.390354354065,[220]couple with children,1,0,1,0
917,1,[2]female,[1000]head,1,32,[210]never married/not in union,[2]good,[210]upper secondary,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services","[2]technical, sales, and administrative support occupations",[20]saves,[2]take above average financial risks expecting to earn above average returns,23910.07580291772,[230]one parent with children,1,1,1,0
918,1,[1]male,[1000]head,1,42,[110]married,[1]excellent,[210]upper secondary,[100]dependent employed,[3]manufacturing,"[5]operators, fabricators, and laborers",[20]saves,[4]not willing to take any financial risks,26464.147736582196,[220]couple with children,1,1,1,0
921,1,[1]male,[1000]head,1,72,[110]married,[2]good,[312]bachelor or equivalent,[200]self-employed,[4]wholesale and retail trade,[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,28.419514323356044,[210]couple without children,1,1,1,0
923,1,[1]male,[1000]head,1,68,[110]married,[1]excellent,[320]doctorate or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[4]not willing to take any financial risks,6491.576912199577,[210]couple without children,1,1,1,0
924,1,[1]male,[1000]head,1,51,[110]married,[1]excellent,[210]upper secondary,[200]self-employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,5012.388700038213,[220]couple with children,1,1,1,0
925,1,[1]male,[1000]head,1,26,[120]in consensual union,[2]good,[210]upper secondary,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,18178.015746122892,[210]couple without children,1,1,1,0
926,1,[1]male,[1000]head,1,35,[210]never married/not in union,[2]good,[312]bachelor or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[1]take substantial financial risks expecting to earn substantial returns,18432.542384481978,[100]one person household,1,1,1,0
927,1,[2]female,[1000]head,1,53,[221]separated,[3]fair,[210]upper secondary,[100]dependent employed,[4]wholesale and retail trade,[3]service occupations (including armed forces),[20]saves,[3]take average financial risks expecting to earn average returns,17378.065208788823,[100]one person household,1,1,1,0
928,1,[1]male,[1000]head,1,71,[110]married,[3]fair,[312]bachelor or equivalent,[200]self-employed,"[5]finance, insurance and real estate, business and repair services","[2]technical, sales, and administrative support occupations",[20]saves,[2]take above average financial risks expecting to earn above average returns,149.68190080174628,[210]couple without children,1,1,1,0
933,1,[1]male,[1000]head,1,59,[110]married,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,2436.407404900633,[210]couple without children,1,1,1,0
934,1,[1]male,[1000]head,1,64,[110]married,[1]excellent,[320]doctorate or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,8510.408066315573,[210]couple without children,1,1,1,0
935,1,[1]male,[1000]head,1,54,[110]married,[2]good,[313]master or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,1480.6197925901117,[210]couple without children,1,0,1,0
939,1,[1]male,[1000]head,1,57,[110]married,[1]excellent,[313]master or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,194.75533138042837,[210]couple without children,1,1,1,0
940,1,[1]male,[1000]head,1,63,[222]divorced,[2]good,[312]bachelor or equivalent,[100]dependent employed,"[1]agriculture, forestry and fisheries","[6]farming, forestry, and fishing occupations",[11]does not save: expenses exceed income,[3]take average financial risks expecting to earn average returns,23430.303845835268,[100]one person household,1,0,1,0
942,1,[2]female,[1000]head,1,47,[222]divorced,[2]good,[313]master or equivalent,[100]dependent employed,[7]public administration and defence,[1]managerial and professional occupations,[11]does not save: expenses exceed income,[2]take above average financial risks expecting to earn above average returns,16244.193583362532,[230]one parent with children,1,0,1,0
943,1,[1]male,[1000]head,1,68,[110]married,[3]fair,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[3]service occupations (including armed forces),[11]does not save: expenses exceed income,[2]take above average financial risks expecting to earn above average returns,23700.07591069198,[210]couple without children,1,0,1,0
946,1,[1]male,[1000]head,1,55,[110]married,[2]good,[210]upper secondary,[100]dependent employed,[7]public administration and defence,[3]service occupations (including armed forces),[20]saves,[4]not willing to take any financial risks,5891.882608144779,[220]couple with children,1,1,1,0
948,1,[1]male,[1000]head,1,70,[110]married,[1]excellent,[320]doctorate or equivalent,[200]self-employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,28.419514323356044,[210]couple without children,1,1,1,0
950,1,[1]male,[1000]head,1,61,[110]married,[3]fair,[312]bachelor or equivalent,[200]self-employed,[4]wholesale and retail trade,"[2]technical, sales, and administrative support occupations",[20]saves,[4]not willing to take any financial risks,15933.176727984595,[100]one person household,1,1,1,0
953,1,[1]male,[1000]head,1,58,[110]married,[2]good,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,21234.480404398513,[210]couple without children,1,1,1,0
